Task name: Group 14
Task description: -

Date of output: 23.2.2022

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Education_Mean_years_of_schooling (subset), 1 - 1	-
	Default Partial Cedent	Unemployment (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Fragile_State_Index( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
71	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0	-0.0270848182	-0.4269662921	-1.2810606061	1	0.3770491803	0.4328358209	-0.2525925926	1	2.652173913	2.3103448276	-3.9589442815	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
27	Year_(2017) :  (Education_Mean_years_of_schooling(10.2)  ->  Education_Mean_years_of_schooling(10.6)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0	-0.0255376344	-0.4269662921	-0.854040404	1	0.3870967742	0.4242424242	-1.4507246377	1	2.5833333333	2.3571428571	-0.6893106893	2	4	118	54	6	178	0.3333333333	0.0161290323	0.3146067416	0.0112359551	0.0166666667	-0.5055555556	0.4944444444	0.999945	0.00127	1	0	1	0	0.9854491795	3.2834758977	60	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	2	4	42	130	6	178	0.3333333333	0.0416666667	0.7415730337	0.0112359551	0.0454545455	0.3484848485	1.3484848485	0.999945	0.00127	0.9999999996	0.0000000013	1	0	0.4609882503	0.2476044724	22	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	
43	Year_(2017) :  (Education_Mean_years_of_schooling(9.8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.0333333333	-0.0780532599	-0.4325842697	-2.1845454545	0.96	0.2975206612	0.4420289855	0.0787220447	1.0416666667	3.3611111111	2.262295082	12.7029220779	4	1	116	57	5	178	0.8	0.0330578512	0.3426966292	0.0224719101	0.0333333333	0.1866666667	1.1866666667	0.91854	0.40951	1	0	1	0	0.4740551583	0.3708776825	28.25	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
104	Year_(2017) :  (Education_Mean_years_of_schooling(7.8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.0833333333	-0.0863177227	-0.4382022472	-2.2587121212	0.9	0.2231404959	0.4347826087	0.0474440895	1.1111111111	4.4814814815	2.3	21.0774410774	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
226	Year_(2017) :  (Education_Mean_years_of_schooling(9.3)  ->  Education_Mean_years_of_schooling(8.7)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.0833333333	-0.050137741	-0.4325842697	-2.0452020202	0.8888888889	0.2479338843	0.4338235294	-0.0054624457	1.125	4.0333333333	2.3050847458	-183.0681818182	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	3	1	41	133	4	178	0.75	0.0666666667	0.7640449438	0.0168539326	0.0681818182	2.0340909091	3.0340909091	0.9477	0.3439	0.9999999616	0.000000111	1	0	0.0472500476	5.559290148	13	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
217	Year_(2017) :  (Education_Mean_years_of_schooling(10.4)  ->  Education_Mean_years_of_schooling(8.7)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.0833333333	-0.050137741	-0.4325842697	-2.0452020202	0.8888888889	0.2479338843	0.4338235294	-0.0054624457	1.125	4.0333333333	2.3050847458	-183.0681818182	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	3	1	41	133	4	178	0.75	0.0666666667	0.7640449438	0.0168539326	0.0681818182	2.0340909091	3.0340909091	0.9477	0.3439	0.9999999616	0.000000111	1	0	0.0472500476	5.559290148	13	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
22	Year_(2017) :  (Education_Mean_years_of_schooling(10.6)  ->  Education_Mean_years_of_schooling(8.7)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.0833333333	-0.0338797814	-0.4269662921	-2.0452020202	0.8888888889	0.4918032787	0.4411764706	-0.0054624457	1.125	2.0333333333	2.2666666667	-183.0681818182	4	2	116	56	6	178	0.6666666667	0.0327868852	0.3370786517	0.0224719101	0.0333333333	-0.0111111111	0.9888888889	0.98415	0.114265	1	0	1	0	0.6971859925	0.0015860287	28.5	0.625	0.625	0.1613743061	0.0256915089	0.0037570446	3	1	41	133	4	178	0.75	0.0666666667	0.7640449438	0.0168539326	0.0681818182	2.0340909091	3.0340909091	0.9477	0.3439	0.9999999616	0.000000111	1	0	0.0472500476	5.559290148	13	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
3	Year_(2017) :  (Unemployment(4.2)  ->  Unemployment(11.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.0952380952	-0.0119241192	-0.4269662921	-1.8493506494	0.8571428571	0.7317073171	0.437037037	-0.0897959184	1.1666666667	1.3666666667	2.2881355932	-11.1363636364	4	3	116	55	7	178	0.5714285714	0.0325203252	0.3314606742	0.0224719101	0.0333333333	-0.1523809524	0.8476190476	0.997272	0.0256915	1	0	1	0	0.8424804893	0.3500552147	28.75	0.5555555556	0.5555555556	0.1571348403	0.0050243539	0.0003717517	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
4	Year_(2017) :  (Unemployment(4.2)  ->  Unemployment(9.8)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.0952380952	-0.0119241192	-0.4269662921	-1.8493506494	0.8571428571	0.7317073171	0.437037037	-0.0897959184	1.1666666667	1.3666666667	2.2881355932	-11.1363636364	4	3	116	55	7	178	0.5714285714	0.0325203252	0.3314606742	0.0224719101	0.0333333333	-0.1523809524	0.8476190476	0.997272	0.0256915	1	0	1	0	0.8424804893	0.3500552147	28.75	0.5555555556	0.5555555556	0.1571348403	0.0050243539	0.0003717517	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
5	Year_(2017) :  (Unemployment(4.2)  ->  Unemployment(4.9)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.0952380952	-0.0119241192	-0.4269662921	-1.8493506494	0.8571428571	0.7317073171	0.437037037	-0.0897959184	1.1666666667	1.3666666667	2.2881355932	-11.1363636364	4	3	116	55	7	178	0.5714285714	0.0325203252	0.3314606742	0.0224719101	0.0333333333	-0.1523809524	0.8476190476	0.997272	0.0256915	1	0	1	0	0.8424804893	0.3500552147	28.75	0.5555555556	0.5555555556	0.1571348403	0.0050243539	0.0003717517	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
6	Year_(2017) :  (Unemployment(4.2)  ->  Unemployment(3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.0952380952	-0.0119241192	-0.4269662921	-1.8493506494	0.8571428571	0.7317073171	0.437037037	-0.0897959184	1.1666666667	1.3666666667	2.2881355932	-11.1363636364	4	3	116	55	7	178	0.5714285714	0.0325203252	0.3314606742	0.0224719101	0.0333333333	-0.1523809524	0.8476190476	0.997272	0.0256915	1	0	1	0	0.8424804893	0.3500552147	28.75	0.5555555556	0.5555555556	0.1571348403	0.0050243539	0.0003717517	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
89	Year_(2017) :  (Unemployment(4.3)  ->  Unemployment(11.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
90	Year_(2017) :  (Unemployment(4.3)  ->  Unemployment(9.8)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
91	Year_(2017) :  (Unemployment(4.3)  ->  Unemployment(4.9)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
92	Year_(2017) :  (Unemployment(4.3)  ->  Unemployment(3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
81	Year_(2017) :  (Unemployment(5.5)  ->  Unemployment(11.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
82	Year_(2017) :  (Unemployment(5.5)  ->  Unemployment(9.8)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
83	Year_(2017) :  (Unemployment(5.5)  ->  Unemployment(4.9)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
84	Year_(2017) :  (Unemployment(5.5)  ->  Unemployment(3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
72	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(11.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
73	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(9.8)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
74	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(4.9)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
75	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.1666666667	-0.0280510018	-0.4325842697	-1.9553030303	0.75	0.368852459	0.4296296296	-0.1522321429	1.3333333333	2.7111111111	2.3275862069	-6.568914956	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	1	42	133	3	178	0.6666666667	0.0444444444	0.7584269663	0.0112359551	0.0454545455	1.696969697	2.696969697	0.972	0.271	0.9999999871	0.0000000384	1	0	0.1514949533	2.885355043	20.5	0.6	0.6	0.2	0.0522999963	0.0140187495	
28	Year_(2017) :  (Education_Mean_years_of_schooling(10.2)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.1666666667	-0.0273492286	-0.4382022472	-1.5282828283	0.6666666667	0.3709677419	0.4179104478	-0.4943209877	1.5	2.6956521739	2.3928571429	-2.022977023	2	4	118	54	6	178	0.3333333333	0.0161290323	0.3146067416	0.0112359551	0.0166666667	-0.5055555556	0.4944444444	0.999945	0.00127	1	0	1	0	0.9854491795	3.2834758977	60	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
29	Year_(2017) :  (Education_Mean_years_of_schooling(10.2)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.1666666667	-0.0273492286	-0.4382022472	-1.5282828283	0.6666666667	0.3709677419	0.4179104478	-0.4943209877	1.5	2.6956521739	2.3928571429	-2.022977023	2	4	118	54	6	178	0.3333333333	0.0161290323	0.3146067416	0.0112359551	0.0166666667	-0.5055555556	0.4944444444	0.999945	0.00127	1	0	1	0	0.9854491795	3.2834758977	60	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
221	Year_(2017) :  (Education_Mean_years_of_schooling(9.3)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	-0.1666666667	-0.0945821855	-0.4438202247	-2.3823232323	0.8	0.1487603306	0.4275362319	-0.004685836	1.25	6.7222222222	2.3389830508	-213.4090909091	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
212	Year_(2017) :  (Education_Mean_years_of_schooling(10.4)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	-0.1666666667	-0.0945821855	-0.4438202247	-2.3823232323	0.8	0.1487603306	0.4275362319	-0.004685836	1.25	6.7222222222	2.3389830508	-213.4090909091	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
18	Year_(2017) :  (Education_Mean_years_of_schooling(10.6)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	-0.1666666667	-0.0783242259	-0.4382022472	-2.3823232323	0.8	0.2950819672	0.4347826087	-0.004685836	1.25	3.3888888889	2.3	-213.4090909091	4	2	116	56	6	178	0.6666666667	0.0327868852	0.3370786517	0.0224719101	0.0333333333	-0.0111111111	0.9888888889	0.98415	0.114265	1	0	1	0	0.6971859925	0.0015860287	28.5	0.625	0.625	0.1613743061	0.0256915089	0.0037570446	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
51	Year_(2017) :  (Education_Mean_years_of_schooling(9.8)  ->  Education_Mean_years_of_schooling(11)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.2	-0.0123966942	-0.4213483146	-2.8587878788	0.8	0.7272727273	0.4485294118	0.0612935323	1.25	1.375	2.2295081967	16.3149350649	4	1	116	57	5	178	0.8	0.0330578512	0.3426966292	0.0224719101	0.0333333333	0.1866666667	1.1866666667	0.91854	0.40951	1	0	1	0	0.4740551583	0.3708776825	28.25	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	2	0	42	134	2	178	1	0.0454545455	0.7640449438	0.0112359551	0.0454545455	3.0454545455	4.0454545455	0.81	1	0.9999999616	0.000000111	1	0	0.0600520536	6.1601239669	20	0.75	0.75	0.1936491673	0.271	0.1426250001	
112	Year_(2017) :  (Education_Mean_years_of_schooling(7.8)  ->  Education_Mean_years_of_schooling(11)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	-0.25	-0.020661157	-0.4269662921	-2.9329545455	0.75	0.5454545455	0.4411764706	0.0369402985	1.3333333333	1.8333333333	2.2666666667	27.0707070707	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	2	0	42	134	2	178	1	0.0454545455	0.7640449438	0.0112359551	0.0454545455	3.0454545455	4.0454545455	0.81	1	0.9999999616	0.000000111	1	0	0.0600520536	6.1601239669	20	0.75	0.75	0.1936491673	0.271	0.1426250001	
